,0,1,2
0,5357.0,21038.0,0.0
1,1680.0,19755.0,1.0
2,5375.0,20123.0,1.0
3,1682.0,19052.0,1.0
4,5143.0,21147.0,0.0
5,3922.0,19648.0,0.0
6,933.0,20700.0,0.0
7,373.0,20812.0,0.0
8,3344.0,20846.0,0.0
9,2048.0,21245.0,0.0
10,3776.0,20168.0,1.0
11,5200.0,21264.0,1.0
12,5021.0,20979.0,0.0
13,2932.0,19358.0,0.0
14,5023.0,19568.0,0.0
15,1162.0,20033.0,0.0
16,2410.0,20187.0,1.0
17,1976.0,18923.0,0.0
18,5041.0,19106.0,1.0
19,3583.0,19892.0,1.0
20,2250.0,21070.0,0.0
21,4110.0,19157.0,1.0
22,1076.0,19726.0,1.0
23,4000.0,19348.0,0.0
24,3127.0,20472.0,0.0
25,2910.0,19022.0,0.0
26,4110.0,20514.0,1.0
27,4998.0,19279.0,1.0
28,2207.0,20351.0,1.0
29,3681.0,19211.0,0.0
30,2595.0,19403.0,1.0
31,4158.0,20353.0,0.0
32,3091.0,20166.0,1.0
33,4084.0,19708.0,1.0
34,1840.0,20990.0,1.0
35,3390.0,20377.0,1.0
36,5200.0,19781.0,1.0
37,1643.0,20659.0,1.0
38,2693.0,20115.0,1.0
39,4879.0,20457.0,1.0
40,1576.0,19640.0,1.0
41,5516.0,19203.0,1.0
42,2803.0,21025.0,0.0
43,376.0,20380.0,0.0
44,2534.0,20248.0,1.0
45,3685.0,20314.0,1.0
46,241.0,19202.0,0.0
47,3843.0,19300.0,1.0
48,3632.0,19857.0,1.0
49,5777.0,20258.0,1.0
50,4278.0,20685.0,0.0
51,3991.0,20841.0,0.0
52,5149.0,19057.0,0.0
53,2220.0,20946.0,1.0
54,3361.0,19627.0,1.0
55,3170.0,19839.0,1.0
56,124.0,20563.0,0.0
57,1522.0,19764.0,0.0
58,4173.0,21154.0,0.0
59,123.0,21014.0,0.0
60,3701.0,21261.0,0.0
61,2735.0,20176.0,0.0
62,5801.0,19225.0,1.0
63,5827.0,19160.0,1.0
64,4132.0,20794.0,1.0
65,4375.0,19580.0,1.0
66,5100.0,19987.0,1.0
67,2082.0,20559.0,0.0
68,5297.0,19703.0,1.0
69,3749.0,20850.0,1.0
70,2912.0,19211.0,1.0
71,2884.0,19840.0,0.0
72,5668.0,19731.0,0.0
73,2839.0,19701.0,1.0
74,747.0,20546.0,0.0
75,3749.0,20662.0,1.0
76,5023.0,20798.0,0.0
77,2193.0,20428.0,1.0
78,2512.0,20218.0,0.0
79,5725.0,19139.0,0.0
80,3934.0,19614.0,0.0
81,2101.0,20718.0,0.0
82,950.0,19688.0,0.0
83,1832.0,19410.0,1.0
84,5843.0,20943.0,0.0
85,1788.0,20778.0,0.0
86,848.0,20068.0,1.0
87,2207.0,20674.0,0.0
88,4998.0,19613.0,0.0
89,2577.0,19879.0,1.0
90,4573.0,19674.0,1.0
91,3730.0,19857.0,1.0
92,1818.0,19126.0,1.0
93,3448.0,20826.0,1.0
94,2393.0,19258.0,1.0
95,5831.0,20027.0,0.0
96,3700.0,19854.0,1.0
97,2267.0,19412.0,1.0
98,2965.0,21259.0,1.0
99,5240.0,18967.0,1.0
100,3732.0,19509.0,0.0
101,4495.0,21251.0,0.0
102,2790.0,20642.0,1.0
103,2378.0,20284.0,0.0
104,4269.0,20696.0,0.0
105,308.0,19362.0,1.0
106,2160.0,19987.0,1.0
107,1968.0,20963.0,1.0
108,5396.0,19097.0,1.0
109,4012.0,19014.0,0.0
110,4127.0,20731.0,1.0
111,3699.0,19430.0,0.0
112,1868.0,19215.0,1.0
113,4366.0,20996.0,0.0
114,3021.0,19007.0,1.0
115,4194.0,19028.0,0.0
116,4.0,20481.0,0.0
117,1793.0,21176.0,0.0
118,5922.0,20063.0,0.0
119,2493.0,20896.0,0.0
120,5288.0,20784.0,0.0
121,1926.0,20114.0,0.0
122,5550.0,19945.0,0.0
123,1546.0,19011.0,0.0
124,5514.0,20477.0,0.0
125,658.0,20811.0,0.0
126,1623.0,21259.0,1.0
127,740.0,21114.0,0.0
128,2615.0,19799.0,0.0
129,265.0,20629.0,0.0
130,705.0,20350.0,1.0
131,4467.0,20578.0,1.0
132,1489.0,19672.0,1.0
133,5672.0,19106.0,1.0
134,2628.0,19396.0,1.0
135,2590.0,20074.0,0.0
136,5134.0,19827.0,0.0
137,1820.0,20166.0,1.0
138,5741.0,19590.0,0.0
139,5209.0,19842.0,1.0
140,326.0,19359.0,1.0
141,574.0,19739.0,0.0
142,4961.0,19955.0,1.0
143,2832.0,19318.0,0.0
144,4625.0,20052.0,1.0
145,5493.0,20922.0,0.0
146,4591.0,21011.0,0.0
147,5612.0,20444.0,0.0
148,4365.0,19313.0,1.0
149,1946.0,19216.0,1.0
150,1752.0,20330.0,0.0
151,3280.0,19151.0,1.0
152,2983.0,20203.0,0.0
153,827.0,19867.0,1.0
154,4389.0,18850.0,1.0
155,5646.0,20895.0,0.0
156,1214.0,19240.0,1.0
157,4870.0,20782.0,0.0
158,5933.0,19548.0,0.0
159,2677.0,19212.0,0.0
160,5739.0,19216.0,1.0
161,486.0,20367.0,0.0
162,5644.0,19113.0,1.0
163,1141.0,20413.0,0.0
164,2235.0,19249.0,1.0
165,2187.0,19838.0,0.0
166,1214.0,21233.0,1.0
167,2976.0,20495.0,1.0
168,1552.0,19992.0,1.0
169,4358.0,20412.0,1.0
170,2068.0,19301.0,0.0
171,2438.0,19751.0,1.0
172,846.0,19497.0,1.0
173,3413.0,19932.0,1.0
174,1420.0,20973.0,0.0
175,4591.0,20299.0,1.0
176,4818.0,20973.0,0.0
177,474.0,20311.0,0.0
178,2260.0,21061.0,0.0
179,5766.0,19805.0,1.0
180,5756.0,19606.0,0.0
181,569.0,19063.0,0.0
182,3307.0,19237.0,0.0
183,3321.0,19683.0,1.0
184,2555.0,20283.0,0.0
185,5063.0,20356.0,1.0
186,3683.0,19843.0,1.0
187,4938.0,21259.0,1.0
188,649.0,20581.0,1.0
189,5230.0,19816.0,1.0
190,3937.0,21152.0,0.0
191,4858.0,19441.0,1.0
192,3723.0,20397.0,0.0
193,4938.0,19580.0,1.0
194,5442.0,19208.0,0.0
195,669.0,19809.0,0.0
196,5899.0,20562.0,1.0
197,3468.0,20897.0,1.0
198,3748.0,20739.0,1.0
199,4546.0,20518.0,1.0
200,3625.0,19178.0,0.0
201,4389.0,19010.0,1.0
202,2313.0,20238.0,0.0
203,3758.0,19459.0,0.0
204,1011.0,19530.0,1.0
205,4802.0,19359.0,1.0
206,3917.0,19116.0,0.0
207,333.0,20342.0,0.0
208,1849.0,19112.0,0.0
209,5404.0,20554.0,0.0
210,3763.0,19355.0,1.0
211,1761.0,20798.0,0.0
212,1580.0,20901.0,1.0
213,4718.0,19024.0,1.0
214,1920.0,19701.0,1.0
215,4190.0,19151.0,1.0
216,4364.0,21249.0,0.0
217,3161.0,20992.0,0.0
218,1557.0,19806.0,1.0
219,4716.0,19736.0,0.0
220,5469.0,19958.0,1.0
221,5871.0,21247.0,1.0
222,1943.0,19692.0,0.0
223,1925.0,20351.0,1.0
224,2941.0,19036.0,0.0
225,5664.0,20517.0,0.0
226,2512.0,20894.0,1.0
227,4938.0,19662.0,1.0
228,4224.0,20650.0,1.0
229,3666.0,19121.0,1.0
230,3003.0,20929.0,0.0
231,5669.0,19833.0,0.0
232,1321.0,19494.0,0.0
233,2748.0,21109.0,1.0
234,4748.0,20068.0,1.0
235,817.0,20905.0,1.0
236,802.0,20778.0,0.0
237,4386.0,21093.0,0.0
238,1111.0,19529.0,0.0
239,3465.0,19553.0,0.0
240,2047.0,19567.0,1.0
241,694.0,19147.0,0.0
242,3064.0,20959.0,0.0
243,1926.0,19098.0,1.0
244,3874.0,20724.0,0.0
