,0,1,2
0,2711.0,19804.0,0.0
1,3214.0,20334.0,0.0
2,2890.0,20062.0,1.0
3,3887.0,19374.0,1.0
4,502.0,20830.0,0.0
5,1127.0,19012.0,0.0
6,5864.0,19526.0,0.0
7,2376.0,20898.0,1.0
8,4565.0,20924.0,1.0
9,4903.0,20204.0,0.0
10,2263.0,19746.0,0.0
11,4062.0,19675.0,1.0
12,1843.0,20579.0,1.0
13,1243.0,20530.0,0.0
14,1517.0,20418.0,0.0
15,868.0,20757.0,0.0
16,1797.0,20299.0,0.0
17,89.0,19468.0,0.0
18,818.0,19505.0,1.0
19,892.0,20351.0,1.0
20,1285.0,19070.0,0.0
21,4465.0,20424.0,1.0
22,1488.0,20467.0,1.0
23,1630.0,21096.0,1.0
24,2527.0,19697.0,1.0
25,5519.0,19781.0,1.0
26,2802.0,19961.0,1.0
27,325.0,20446.0,0.0
28,626.0,19201.0,1.0
29,564.0,19632.0,0.0
30,5406.0,19078.0,1.0
31,5509.0,18969.0,0.0
32,536.0,21061.0,0.0
33,4093.0,20037.0,0.0
34,5718.0,19854.0,1.0
35,2083.0,19731.0,1.0
36,4464.0,19701.0,1.0
37,3744.0,19536.0,1.0
38,3632.0,19287.0,1.0
39,4611.0,20208.0,1.0
40,3518.0,20998.0,0.0
41,3332.0,19131.0,0.0
42,1062.0,19714.0,0.0
43,5431.0,20126.0,0.0
44,1474.0,21107.0,0.0
45,5377.0,19415.0,0.0
46,1457.0,19398.0,1.0
47,846.0,19143.0,1.0
48,1933.0,19021.0,0.0
49,4938.0,19480.0,1.0
50,2252.0,19079.0,1.0
51,1150.0,20904.0,0.0
52,1614.0,20434.0,0.0
53,3710.0,20173.0,1.0
54,1540.0,20242.0,1.0
55,981.0,19846.0,1.0
56,3899.0,19354.0,0.0
57,4493.0,20383.0,0.0
58,108.0,19539.0,0.0
59,3986.0,21236.0,1.0
60,1791.0,19748.0,0.0
61,4114.0,21272.0,0.0
62,3968.0,20158.0,1.0
63,2625.0,20874.0,0.0
64,3026.0,20806.0,0.0
65,1581.0,18917.0,0.0
66,2755.0,19441.0,1.0
67,1828.0,19410.0,1.0
68,2207.0,20910.0,1.0
69,60.0,19160.0,0.0
70,245.0,19751.0,1.0
71,5178.0,20532.0,0.0
72,3329.0,19876.0,1.0
73,5793.0,21227.0,1.0
74,4966.0,19247.0,0.0
75,4104.0,20215.0,1.0
76,3841.0,21189.0,0.0
77,3274.0,19223.0,1.0
78,5967.0,19170.0,0.0
79,967.0,19118.0,0.0
80,1333.0,19717.0,0.0
81,807.0,21200.0,0.0
82,5650.0,20986.0,0.0
83,4053.0,20314.0,1.0
84,3697.0,19139.0,1.0
85,1540.0,20171.0,1.0
86,2487.0,19695.0,1.0
87,1544.0,20904.0,1.0
88,3563.0,20171.0,1.0
89,426.0,20086.0,0.0
90,4313.0,19755.0,1.0
91,5163.0,20695.0,0.0
92,2071.0,19983.0,1.0
93,5552.0,20378.0,1.0
94,3697.0,19201.0,1.0
95,5292.0,21223.0,1.0
96,2678.0,19160.0,1.0
97,40.0,19781.0,1.0
98,178.0,20856.0,0.0
99,2252.0,19220.0,1.0
100,5520.0,20732.0,1.0
101,1086.0,18983.0,1.0
102,1365.0,19174.0,0.0
103,1276.0,19955.0,1.0
104,1645.0,20411.0,0.0
105,3358.0,19764.0,1.0
106,4801.0,19411.0,0.0
107,4257.0,19113.0,1.0
108,2016.0,19422.0,0.0
109,3697.0,19204.0,1.0
110,199.0,20095.0,1.0
111,2768.0,20314.0,1.0
112,1106.0,19018.0,1.0
113,4585.0,19265.0,0.0
114,1151.0,20726.0,1.0
115,62.0,19681.0,0.0
116,3498.0,19579.0,1.0
117,2948.0,20009.0,1.0
118,5271.0,19347.0,0.0
119,4166.0,21259.0,1.0
120,3270.0,19726.0,0.0
121,2890.0,19952.0,1.0
122,974.0,21259.0,1.0
123,5711.0,19751.0,1.0
124,846.0,19335.0,1.0
125,4938.0,19411.0,1.0
126,2842.0,20654.0,0.0
127,3340.0,19701.0,1.0
128,4031.0,20191.0,0.0
129,5822.0,19888.0,1.0
130,4097.0,20400.0,0.0
131,5949.0,19839.0,0.0
132,1883.0,19032.0,1.0
133,54.0,20706.0,0.0
134,2940.0,20556.0,1.0
135,3388.0,19078.0,1.0
136,4528.0,19617.0,1.0
137,1947.0,20599.0,0.0
138,3283.0,20835.0,0.0
139,4547.0,19839.0,0.0
140,357.0,19439.0,0.0
141,3574.0,19764.0,0.0
142,4262.0,19684.0,1.0
143,2790.0,20893.0,1.0
144,3498.0,19747.0,0.0
145,1489.0,20594.0,1.0
146,737.0,20157.0,0.0
147,2798.0,20703.0,0.0
148,3017.0,20367.0,0.0
149,1700.0,20731.0,1.0
150,3066.0,20314.0,1.0
151,3905.0,19211.0,1.0
152,3383.0,20064.0,0.0
153,798.0,19669.0,0.0
154,5837.0,19374.0,1.0
155,1223.0,18890.0,0.0
156,989.0,19983.0,1.0
157,1251.0,20269.0,0.0
158,3859.0,19216.0,1.0
159,2488.0,20327.0,0.0
160,1854.0,19519.0,0.0
161,5135.0,20091.0,0.0
162,3356.0,20071.0,1.0
163,2112.0,20075.0,1.0
164,5623.0,19704.0,0.0
165,3654.0,19225.0,0.0
166,5270.0,19833.0,0.0
167,3885.0,20434.0,0.0
168,295.0,20992.0,0.0
169,3116.0,20917.0,0.0
